"","Código","Departamento","caracteristica","grupo","observaciones"
"461","21","Jalapa","Grupo Quinquenal","60 - 64",7682
"462","22","Jutiapa","Grupo Quinquenal","60 - 64",13870
"463","1","Guatemala","Grupo Quinquenal","65 - 69",72749
"464","2","El Progreso","Grupo Quinquenal","65 - 69",4158
"465","3","Sacatepéquez","Grupo Quinquenal","65 - 69",7215
"466","4","Chimaltenango","Grupo Quinquenal","65 - 69",10854
"467","5","Escuintla","Grupo Quinquenal","65 - 69",14611
"468","6","Santa Rosa","Grupo Quinquenal","65 - 69",8931
"469","7","Sololá","Grupo Quinquenal","65 - 69",7601
"470","8","Totonicapán","Grupo Quinquenal","65 - 69",8191
"471","9","Quetzaltenango","Grupo Quinquenal","65 - 69",17589
"472","10","Suchitepéquez","Grupo Quinquenal","65 - 69",10964
"473","11","Retalhuleu","Grupo Quinquenal","65 - 69",6949
"474","12","San Marcos","Grupo Quinquenal","65 - 69",20602
"475","13","Huehuetenango","Grupo Quinquenal","65 - 69",20787
"476","14","Quiché","Grupo Quinquenal","65 - 69",15325
"477","15","Baja Verapaz","Grupo Quinquenal","65 - 69",6163
"478","16","Alta Verapaz","Grupo Quinquenal","65 - 69",18971
"479","17","Petén","Grupo Quinquenal","65 - 69",8750
"480","18","Izabal","Grupo Quinquenal","65 - 69",7991
"481","19","Zacapa","Grupo Quinquenal","65 - 69",5807
"482","20","Chiquimula","Grupo Quinquenal","65 - 69",8383
"483","21","Jalapa","Grupo Quinquenal","65 - 69",6211
"484","22","Jutiapa","Grupo Quinquenal","65 - 69",11756
"485","1","Guatemala","Grupo Quinquenal","70 - 74",50013
"486","2","El Progreso","Grupo Quinquenal","70 - 74",2952
"487","3","Sacatepéquez","Grupo Quinquenal","70 - 74",4925
"488","4","Chimaltenango","Grupo Quinquenal","70 - 74",7651
"489","5","Escuintla","Grupo Quinquenal","70 - 74",10219
"490","6","Santa Rosa","Grupo Quinquenal","70 - 74",6403
"491","7","Sololá","Grupo Quinquenal","70 - 74",5602
"492","8","Totonicapán","Grupo Quinquenal","70 - 74",6115
"493","9","Quetzaltenango","Grupo Quinquenal","70 - 74",12296
"494","10","Suchitepéquez","Grupo Quinquenal","70 - 74",7465
"495","11","Retalhuleu","Grupo Quinquenal","70 - 74",4813
"496","12","San Marcos","Grupo Quinquenal","70 - 74",14954
"497","13","Huehuetenango","Grupo Quinquenal","70 - 74",14974
"498","14","Quiché","Grupo Quinquenal","70 - 74",11209
"499","15","Baja Verapaz","Grupo Quinquenal","70 - 74",4149
"500","16","Alta Verapaz","Grupo Quinquenal","70 - 74",12227
"501","17","Petén","Grupo Quinquenal","70 - 74",5758
"502","18","Izabal","Grupo Quinquenal","70 - 74",5457
"503","19","Zacapa","Grupo Quinquenal","70 - 74",4223
"504","20","Chiquimula","Grupo Quinquenal","70 - 74",6076
"505","21","Jalapa","Grupo Quinquenal","70 - 74",4631
"506","22","Jutiapa","Grupo Quinquenal","70 - 74",8544
"507","1","Guatemala","Grupo Quinquenal","75 - 79",33771
"508","2","El Progreso","Grupo Quinquenal","75 - 79",2253
"509","3","Sacatepéquez","Grupo Quinquenal","75 - 79",3344
"510","4","Chimaltenango","Grupo Quinquenal","75 - 79",5391
"511","5","Escuintla","Grupo Quinquenal","75 - 79",6875
"512","6","Santa Rosa","Grupo Quinquenal","75 - 79",4590
"513","7","Sololá","Grupo Quinquenal","75 - 79",3972
"514","8","Totonicapán","Grupo Quinquenal","75 - 79",4259
"515","9","Quetzaltenango","Grupo Quinquenal","75 - 79",8772
"516","10","Suchitepéquez","Grupo Quinquenal","75 - 79",5475
"517","11","Retalhuleu","Grupo Quinquenal","75 - 79",3404
"518","12","San Marcos","Grupo Quinquenal","75 - 79",10823
"519","13","Huehuetenango","Grupo Quinquenal","75 - 79",10669
"520","14","Quiché","Grupo Quinquenal","75 - 79",7538
"521","15","Baja Verapaz","Grupo Quinquenal","75 - 79",2806
"522","16","Alta Verapaz","Grupo Quinquenal","75 - 79",7964
"523","17","Petén","Grupo Quinquenal","75 - 79",3880
"524","18","Izabal","Grupo Quinquenal","75 - 79",3868
"525","19","Zacapa","Grupo Quinquenal","75 - 79",3042
"526","20","Chiquimula","Grupo Quinquenal","75 - 79",4554
"527","21","Jalapa","Grupo Quinquenal","75 - 79",3335
"528","22","Jutiapa","Grupo Quinquenal","75 - 79",6348
"529","1","Guatemala","Grupo Quinquenal","80 - 84",21462
"530","2","El Progreso","Grupo Quinquenal","80 - 84",1484
"531","3","Sacatepéquez","Grupo Quinquenal","80 - 84",2286
"532","4","Chimaltenango","Grupo Quinquenal","80 - 84",3490
"533","5","Escuintla","Grupo Quinquenal","80 - 84",4433
"534","6","Santa Rosa","Grupo Quinquenal","80 - 84",2968
"535","7","Sololá","Grupo Quinquenal","80 - 84",2335
"536","8","Totonicapán","Grupo Quinquenal","80 - 84",2569
"537","9","Quetzaltenango","Grupo Quinquenal","80 - 84",5844
"538","10","Suchitepéquez","Grupo Quinquenal","80 - 84",3614
"539","11","Retalhuleu","Grupo Quinquenal","80 - 84",2279
"540","12","San Marcos","Grupo Quinquenal","80 - 84",7342
"541","13","Huehuetenango","Grupo Quinquenal","80 - 84",6764
"542","14","Quiché","Grupo Quinquenal","80 - 84",4579
"543","15","Baja Verapaz","Grupo Quinquenal","80 - 84",1957
"544","16","Alta Verapaz","Grupo Quinquenal","80 - 84",5439
"545","17","Petén","Grupo Quinquenal","80 - 84",2472
"546","18","Izabal","Grupo Quinquenal","80 - 84",2472
"547","19","Zacapa","Grupo Quinquenal","80 - 84",2008
"548","20","Chiquimula","Grupo Quinquenal","80 - 84",2664
"549","21","Jalapa","Grupo Quinquenal","80 - 84",1875
"550","22","Jutiapa","Grupo Quinquenal","80 - 84",3921
"551","1","Guatemala","Grupo Quinquenal","85 - 89",13370
"552","2","El Progreso","Grupo Quinquenal","85 - 89",942
"553","3","Sacatepéquez","Grupo Quinquenal","85 - 89",1435
"554","4","Chimaltenango","Grupo Quinquenal","85 - 89",2121
"555","5","Escuintla","Grupo Quinquenal","85 - 89",2598
"556","6","Santa Rosa","Grupo Quinquenal","85 - 89",1859
"557","7","Sololá","Grupo Quinquenal","85 - 89",1356
"558","8","Totonicapán","Grupo Quinquenal","85 - 89",1628
"559","9","Quetzaltenango","Grupo Quinquenal","85 - 89",3792
"560","10","Suchitepéquez","Grupo Quinquenal","85 - 89",2090
"561","11","Retalhuleu","Grupo Quinquenal","85 - 89",1423
"562","12","San Marcos","Grupo Quinquenal","85 - 89",4569
"563","13","Huehuetenango","Grupo Quinquenal","85 - 89",4105
"564","14","Quiché","Grupo Quinquenal","85 - 89",2596
"565","15","Baja Verapaz","Grupo Quinquenal","85 - 89",1146
"566","16","Alta Verapaz","Grupo Quinquenal","85 - 89",2768
"567","17","Petén","Grupo Quinquenal","85 - 89",1425
"568","18","Izabal","Grupo Quinquenal","85 - 89",1372
"569","19","Zacapa","Grupo Quinquenal","85 - 89",1146
"570","20","Chiquimula","Grupo Quinquenal","85 - 89",1699
"571","21","Jalapa","Grupo Quinquenal","85 - 89",1138
"572","22","Jutiapa","Grupo Quinquenal","85 - 89",2348
"573","1","Guatemala","Grupo Quinquenal","90 - 94",5114
"574","2","El Progreso","Grupo Quinquenal","90 - 94",386
"575","3","Sacatepéquez","Grupo Quinquenal","90 - 94",523
"576","4","Chimaltenango","Grupo Quinquenal","90 - 94",709
"577","5","Escuintla","Grupo Quinquenal","90 - 94",906
"578","6","Santa Rosa","Grupo Quinquenal","90 - 94",761
"579","7","Sololá","Grupo Quinquenal","90 - 94",491
"580","8","Totonicapán","Grupo Quinquenal","90 - 94",599
"581","9","Quetzaltenango","Grupo Quinquenal","90 - 94",1357
"582","10","Suchitepéquez","Grupo Quinquenal","90 - 94",634
"583","11","Retalhuleu","Grupo Quinquenal","90 - 94",436
"584","12","San Marcos","Grupo Quinquenal","90 - 94",1731
"585","13","Huehuetenango","Grupo Quinquenal","90 - 94",1464
"586","14","Quiché","Grupo Quinquenal","90 - 94",901
"587","15","Baja Verapaz","Grupo Quinquenal","90 - 94",383
"588","16","Alta Verapaz","Grupo Quinquenal","90 - 94",816
"589","17","Petén","Grupo Quinquenal","90 - 94",482
"590","18","Izabal","Grupo Quinquenal","90 - 94",466
"591","19","Zacapa","Grupo Quinquenal","90 - 94",409
"592","20","Chiquimula","Grupo Quinquenal","90 - 94",543
"593","21","Jalapa","Grupo Quinquenal","90 - 94",432
"594","22","Jutiapa","Grupo Quinquenal","90 - 94",871
"595","1","Guatemala","Grupo Quinquenal","95 - 99",1522
"596","2","El Progreso","Grupo Quinquenal","95 - 99",108
"597","3","Sacatepéquez","Grupo Quinquenal","95 - 99",156
"598","4","Chimaltenango","Grupo Quinquenal","95 - 99",213
"599","5","Escuintla","Grupo Quinquenal","95 - 99",282
"600","6","Santa Rosa","Grupo Quinquenal","95 - 99",212
"601","7","Sololá","Grupo Quinquenal","95 - 99",154
"602","8","Totonicapán","Grupo Quinquenal","95 - 99",158
"603","9","Quetzaltenango","Grupo Quinquenal","95 - 99",404
"604","10","Suchitepéquez","Grupo Quinquenal","95 - 99",181
"605","11","Retalhuleu","Grupo Quinquenal","95 - 99",148
"606","12","San Marcos","Grupo Quinquenal","95 - 99",558
"607","13","Huehuetenango","Grupo Quinquenal","95 - 99",564
"608","14","Quiché","Grupo Quinquenal","95 - 99",320
"609","15","Baja Verapaz","Grupo Quinquenal","95 - 99",95
"610","16","Alta Verapaz","Grupo Quinquenal","95 - 99",202
"611","17","Petén","Grupo Quinquenal","95 - 99",178
"612","18","Izabal","Grupo Quinquenal","95 - 99",151
"613","19","Zacapa","Grupo Quinquenal","95 - 99",137
"614","20","Chiquimula","Grupo Quinquenal","95 - 99",183
"615","21","Jalapa","Grupo Quinquenal","95 - 99",145
"616","22","Jutiapa","Grupo Quinquenal","95 - 99",292
"617","1","Guatemala","Grupo Quinquenal","100 - más",227
"618","2","El Progreso","Grupo Quinquenal","100 - más",16
"619","3","Sacatepéquez","Grupo Quinquenal","100 - más",14
"620","4","Chimaltenango","Grupo Quinquenal","100 - más",28
"621","5","Escuintla","Grupo Quinquenal","100 - más",47
"622","6","Santa Rosa","Grupo Quinquenal","100 - más",39
"623","7","Sololá","Grupo Quinquenal","100 - más",28
"624","8","Totonicapán","Grupo Quinquenal","100 - más",22
"625","9","Quetzaltenango","Grupo Quinquenal","100 - más",57
"626","10","Suchitepéquez","Grupo Quinquenal","100 - más",25
"627","11","Retalhuleu","Grupo Quinquenal","100 - más",19
"628","12","San Marcos","Grupo Quinquenal","100 - más",124
"629","13","Huehuetenango","Grupo Quinquenal","100 - más",169
"630","14","Quiché","Grupo Quinquenal","100 - más",127
"631","15","Baja Verapaz","Grupo Quinquenal","100 - más",8
"632","16","Alta Verapaz","Grupo Quinquenal","100 - más",32
"633","17","Petén","Grupo Quinquenal","100 - más",40
"634","18","Izabal","Grupo Quinquenal","100 - más",25
"635","19","Zacapa","Grupo Quinquenal","100 - más",29
"636","20","Chiquimula","Grupo Quinquenal","100 - más",26
"637","21","Jalapa","Grupo Quinquenal","100 - más",15
"638","22","Jutiapa","Grupo Quinquenal","100 - más",56
"639","1","Guatemala","Urbano","No hay grupo",2750965
"640","2","El Progreso","Urbano","No hay grupo",91416
"641","3","Sacatepéquez","Urbano","No hay grupo",292366
"642","4","Chimaltenango","Urbano","No hay grupo",333300
"643","5","Escuintla","Urbano","No hay grupo",448531
"644","6","Santa Rosa","Urbano","No hay grupo",184212
"645","7","Sololá","Urbano","No hay grupo",259533
"646","8","Totonicapán","Urbano","No hay grupo",204938
"647","9","Quetzaltenango","Urbano","No hay grupo",491834
"648","10","Suchitepéquez","Urbano","No hay grupo",266189
"649","11","Retalhuleu","Urbano","No hay grupo",187401
"650","12","San Marcos","Urbano","No hay grupo",262033
"651","13","Huehuetenango","Urbano","No hay grupo",327297
"652","14","Quiché","Urbano","No hay grupo",306569
"653","15","Baja Verapaz","Urbano","No hay grupo",120281
"654","16","Alta Verapaz","Urbano","No hay grupo",379708
"655","17","Petén","Urbano","No hay grupo",220797
"656","18","Izabal","Urbano","No hay grupo",167653
"657","19","Zacapa","Urbano","No hay grupo",108485
"658","20","Chiquimula","Urbano","No hay grupo",155171
"659","21","Jalapa","Urbano","No hay grupo",216075
"660","22","Jutiapa","Urbano","No hay grupo",249754
"661","1","Guatemala","Rural","No hay grupo",264116
"662","2","El Progreso","Rural","No hay grupo",85216
"663","3","Sacatepéquez","Rural","No hay grupo",38103
"664","4","Chimaltenango","Rural","No hay grupo",282476
"665","5","Escuintla","Rural","No hay grupo",284650
"666","6","Santa Rosa","Rural","No hay grupo",212395
"667","7","Sololá","Rural","No hay grupo",162050
"668","8","Totonicapán","Rural","No hay grupo",213631
"669","9","Quetzaltenango","Rural","No hay grupo",307267
"670","10","Suchitepéquez","Rural","No hay grupo",288506
"671","11","Retalhuleu","Rural","No hay grupo",139427
"672","12","San Marcos","Rural","No hay grupo",770244
"673","13","Huehuetenango","Rural","No hay grupo",843372
"674","14","Quiché","Rural","No hay grupo",642692
"675","15","Baja Verapaz","Rural","No hay grupo",179195
"676","16","Alta Verapaz","Rural","No hay grupo",835330
"677","17","Petén","Rural","No hay grupo",324803
"678","18","Izabal","Rural","No hay grupo",241035
"679","19","Zacapa","Rural","No hay grupo",136889
"680","20","Chiquimula","Rural","No hay grupo",259892
"681","21","Jalapa","Rural","No hay grupo",126848
"682","22","Jutiapa","Rural","No hay grupo",238641
"683","1","Guatemala","Parentesco con Jefe del Hogar","Jefe(a) de hogar",752843
"684","2","El Progreso","Parentesco con Jefe del Hogar","Jefe(a) de hogar",44213
"685","3","Sacatepéquez","Parentesco con Jefe del Hogar","Jefe(a) de hogar",76967
"686","4","Chimaltenango","Parentesco con Jefe del Hogar","Jefe(a) de hogar",126803
"687","5","Escuintla","Parentesco con Jefe del Hogar","Jefe(a) de hogar",184274
"688","6","Santa Rosa","Parentesco con Jefe del Hogar","Jefe(a) de hogar",98292
"689","7","Sololá","Parentesco con Jefe del Hogar","Jefe(a) de hogar",85607
"690","8","Totonicapán","Parentesco con Jefe del Hogar","Jefe(a) de hogar",77530
"691","9","Quetzaltenango","Parentesco con Jefe del Hogar","Jefe(a) de hogar",174830
"692","10","Suchitepéquez","Parentesco con Jefe del Hogar","Jefe(a) de hogar",124226
"693","11","Retalhuleu","Parentesco con Jefe del Hogar","Jefe(a) de hogar",73712
"694","12","San Marcos","Parentesco con Jefe del Hogar","Jefe(a) de hogar",203694
"695","13","Huehuetenango","Parentesco con Jefe del Hogar","Jefe(a) de hogar",226029
"696","14","Quiché","Parentesco con Jefe del Hogar","Jefe(a) de hogar",170442
"697","15","Baja Verapaz","Parentesco con Jefe del Hogar","Jefe(a) de hogar",68003
"698","16","Alta Verapaz","Parentesco con Jefe del Hogar","Jefe(a) de hogar",228446
"699","17","Petén","Parentesco con Jefe del Hogar","Jefe(a) de hogar",124650
"700","18","Izabal","Parentesco con Jefe del Hogar","Jefe(a) de hogar",94786
"701","19","Zacapa","Parentesco con Jefe del Hogar","Jefe(a) de hogar",59432
"702","20","Chiquimula","Parentesco con Jefe del Hogar","Jefe(a) de hogar",90917
"703","21","Jalapa","Parentesco con Jefe del Hogar","Jefe(a) de hogar",73468
"704","22","Jutiapa","Parentesco con Jefe del Hogar","Jefe(a) de hogar",116767
"705","1","Guatemala","Parentesco con Jefe del Hogar","Esposa(o) o pareja",499621
"706","2","El Progreso","Parentesco con Jefe del Hogar","Esposa(o) o pareja",29853
"707","3","Sacatepéquez","Parentesco con Jefe del Hogar","Esposa(o) o pareja",56397
"708","4","Chimaltenango","Parentesco con Jefe del Hogar","Esposa(o) o pareja",96148
"709","5","Escuintla","Parentesco con Jefe del Hogar","Esposa(o) o pareja",127310
"710","6","Santa Rosa","Parentesco con Jefe del Hogar","Esposa(o) o pareja",66378
"711","7","Sololá","Parentesco con Jefe del Hogar","Esposa(o) o pareja",64240
"712","8","Totonicapán","Parentesco con Jefe del Hogar","Esposa(o) o pareja",56497
"713","9","Quetzaltenango","Parentesco con Jefe del Hogar","Esposa(o) o pareja",120836
"714","10","Suchitepéquez","Parentesco con Jefe del Hogar","Esposa(o) o pareja",88449
"715","11","Retalhuleu","Parentesco con Jefe del Hogar","Esposa(o) o pareja",50597
"716","12","San Marcos","Parentesco con Jefe del Hogar","Esposa(o) o pareja",148129
"717","13","Huehuetenango","Parentesco con Jefe del Hogar","Esposa(o) o pareja",165138
"718","14","Quiché","Parentesco con Jefe del Hogar","Esposa(o) o pareja",129252
"719","15","Baja Verapaz","Parentesco con Jefe del Hogar","Esposa(o) o pareja",49626
"720","16","Alta Verapaz","Parentesco con Jefe del Hogar","Esposa(o) o pareja",188817
"721","17","Petén","Parentesco con Jefe del Hogar","Esposa(o) o pareja",93608
"722","18","Izabal","Parentesco con Jefe del Hogar","Esposa(o) o pareja",65275
"723","19","Zacapa","Parentesco con Jefe del Hogar","Esposa(o) o pareja",38797
"724","20","Chiquimula","Parentesco con Jefe del Hogar","Esposa(o) o pareja",61625
"725","21","Jalapa","Parentesco con Jefe del Hogar","Esposa(o) o pareja",51285
"726","22","Jutiapa","Parentesco con Jefe del Hogar","Esposa(o) o pareja",79315
"727","1","Guatemala","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",1306507
"728","2","El Progreso","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",79437
"729","3","Sacatepéquez","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",155071
"730","4","Chimaltenango","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",321393
"731","5","Escuintla","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",319898
"732","6","Santa Rosa","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",180673
"733","7","Sololá","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",218030
"734","8","Totonicapán","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",211899
"735","9","Quetzaltenango","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",363728
"736","10","Suchitepéquez","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",265211
"737","11","Retalhuleu","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",150189
"738","12","San Marcos","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",487055
"739","13","Huehuetenango","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",569143
"740","14","Quiché","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",499191
"741","15","Baja Verapaz","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",146929
"742","16","Alta Verapaz","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",640101
"743","17","Petén","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",271124
"744","18","Izabal","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",190126
"745","19","Zacapa","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",109935
"746","20","Chiquimula","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",203663
"747","21","Jalapa","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",170602
"748","22","Jutiapa","Parentesco con Jefe del Hogar","Hija(o) o hijastra(o)",226616
"749","1","Guatemala","Parentesco con Jefe del Hogar","Nuera o yerno",42528
"750","2","El Progreso","Parentesco con Jefe del Hogar","Nuera o yerno",2953
"751","3","Sacatepéquez","Parentesco con Jefe del Hogar","Nuera o yerno",5246
"752","4","Chimaltenango","Parentesco con Jefe del Hogar","Nuera o yerno",12448
"753","5","Escuintla","Parentesco con Jefe del Hogar","Nuera o yerno",9748
"754","6","Santa Rosa","Parentesco con Jefe del Hogar","Nuera o yerno",5500
"755","7","Sololá","Parentesco con Jefe del Hogar","Nuera o yerno",11636
"756","8","Totonicapán","Parentesco con Jefe del Hogar","Nuera o yerno",14154
"757","9","Quetzaltenango","Parentesco con Jefe del Hogar","Nuera o yerno",20325
"758","10","Suchitepéquez","Parentesco con Jefe del Hogar","Nuera o yerno",10522
"759","11","Retalhuleu","Parentesco con Jefe del Hogar","Nuera o yerno",7184
"760","12","San Marcos","Parentesco con Jefe del Hogar","Nuera o yerno",31347
"761","13","Huehuetenango","Parentesco con Jefe del Hogar","Nuera o yerno",42813
"762","14","Quiché","Parentesco con Jefe del Hogar","Nuera o yerno",30947
"763","15","Baja Verapaz","Parentesco con Jefe del Hogar","Nuera o yerno",6066
"764","16","Alta Verapaz","Parentesco con Jefe del Hogar","Nuera o yerno",36352
"765","17","Petén","Parentesco con Jefe del Hogar","Nuera o yerno",7120
"766","18","Izabal","Parentesco con Jefe del Hogar","Nuera o yerno",7787
"767","19","Zacapa","Parentesco con Jefe del Hogar","Nuera o yerno",4497
"768","20","Chiquimula","Parentesco con Jefe del Hogar","Nuera o yerno",7940
"769","21","Jalapa","Parentesco con Jefe del Hogar","Nuera o yerno",6937
"770","22","Jutiapa","Parentesco con Jefe del Hogar","Nuera o yerno",9118
"771","1","Guatemala","Parentesco con Jefe del Hogar","Nieta o nieto",168427
"772","2","El Progreso","Parentesco con Jefe del Hogar","Nieta o nieto",11593
"773","3","Sacatepéquez","Parentesco con Jefe del Hogar","Nieta o nieto",16401
"774","4","Chimaltenango","Parentesco con Jefe del Hogar","Nieta o nieto",32203
"775","5","Escuintla","Parentesco con Jefe del Hogar","Nieta o nieto",43115
"776","6","Santa Rosa","Parentesco con Jefe del Hogar","Nieta o nieto",26973
"777","7","Sololá","Parentesco con Jefe del Hogar","Nieta o nieto",23674
"778","8","Totonicapán","Parentesco con Jefe del Hogar","Nieta o nieto",35123
"779","9","Quetzaltenango","Parentesco con Jefe del Hogar","Nieta o nieto",67792
"780","10","Suchitepéquez","Parentesco con Jefe del Hogar","Nieta o nieto",37791
"781","11","Retalhuleu","Parentesco con Jefe del Hogar","Nieta o nieto",26975
"782","12","San Marcos","Parentesco con Jefe del Hogar","Nieta o nieto",109670
"783","13","Huehuetenango","Parentesco con Jefe del Hogar","Nieta o nieto",112453
"784","14","Quiché","Parentesco con Jefe del Hogar","Nieta o nieto",71034
"785","15","Baja Verapaz","Parentesco con Jefe del Hogar","Nieta o nieto",17085
"786","16","Alta Verapaz","Parentesco con Jefe del Hogar","Nieta o nieto",74853
"787","17","Petén","Parentesco con Jefe del Hogar","Nieta o nieto",26511
"788","18","Izabal","Parentesco con Jefe del Hogar","Nieta o nieto",28246
"789","19","Zacapa","Parentesco con Jefe del Hogar","Nieta o nieto",17263
"790","20","Chiquimula","Parentesco con Jefe del Hogar","Nieta o nieto",28391
"791","21","Jalapa","Parentesco con Jefe del Hogar","Nieta o nieto",25219
"792","22","Jutiapa","Parentesco con Jefe del Hogar","Nieta o nieto",34124
"793","1","Guatemala","Parentesco con Jefe del Hogar","Hermana o hermano",46172
"794","2","El Progreso","Parentesco con Jefe del Hogar","Hermana o hermano",1709
"795","3","Sacatepéquez","Parentesco con Jefe del Hogar","Hermana o hermano",3171
"796","4","Chimaltenango","Parentesco con Jefe del Hogar","Hermana o hermano",5122
"797","5","Escuintla","Parentesco con Jefe del Hogar","Hermana o hermano",7666
"798","6","Santa Rosa","Parentesco con Jefe del Hogar","Hermana o hermano",3570
"799","7","Sololá","Parentesco con Jefe del Hogar","Hermana o hermano",3661
"800","8","Totonicapán","Parentesco con Jefe del Hogar","Hermana o hermano",4503
"801","9","Quetzaltenango","Parentesco con Jefe del Hogar","Hermana o hermano",8944
"802","10","Suchitepéquez","Parentesco con Jefe del Hogar","Hermana o hermano",4910
"803","11","Retalhuleu","Parentesco con Jefe del Hogar","Hermana o hermano",3233
"804","12","San Marcos","Parentesco con Jefe del Hogar","Hermana o hermano",8290
"805","13","Huehuetenango","Parentesco con Jefe del Hogar","Hermana o hermano",9000
"806","14","Quiché","Parentesco con Jefe del Hogar","Hermana o hermano",9310
"807","15","Baja Verapaz","Parentesco con Jefe del Hogar","Hermana o hermano",2129
"808","16","Alta Verapaz","Parentesco con Jefe del Hogar","Hermana o hermano",7840
"809","17","Petén","Parentesco con Jefe del Hogar","Hermana o hermano",4409
"810","18","Izabal","Parentesco con Jefe del Hogar","Hermana o hermano",4189
"811","19","Zacapa","Parentesco con Jefe del Hogar","Hermana o hermano",2645
"812","20","Chiquimula","Parentesco con Jefe del Hogar","Hermana o hermano",4349
"813","21","Jalapa","Parentesco con Jefe del Hogar","Hermana o hermano",3213
"814","22","Jutiapa","Parentesco con Jefe del Hogar","Hermana o hermano",4506
"815","1","Guatemala","Parentesco con Jefe del Hogar","Madre o padre",33036
"816","2","El Progreso","Parentesco con Jefe del Hogar","Madre o padre",1025
"817","3","Sacatepéquez","Parentesco con Jefe del Hogar","Madre o padre",3180
"818","4","Chimaltenango","Parentesco con Jefe del Hogar","Madre o padre",5518
"819","5","Escuintla","Parentesco con Jefe del Hogar","Madre o padre",6000
"820","6","Santa Rosa","Parentesco con Jefe del Hogar","Madre o padre",2378
"821","7","Sololá","Parentesco con Jefe del Hogar","Madre o padre",4937
"822","8","Totonicapán","Parentesco con Jefe del Hogar","Madre o padre",5113
"823","9","Quetzaltenango","Parentesco con Jefe del Hogar","Madre o padre",8525
"824","10","Suchitepéquez","Parentesco con Jefe del Hogar","Madre o padre",5064
"825","11","Retalhuleu","Parentesco con Jefe del Hogar","Madre o padre",2697
"826","12","San Marcos","Parentesco con Jefe del Hogar","Madre o padre",9967
"827","13","Huehuetenango","Parentesco con Jefe del Hogar","Madre o padre",11896
"828","14","Quiché","Parentesco con Jefe del Hogar","Madre o padre",11839
"829","15","Baja Verapaz","Parentesco con Jefe del Hogar","Madre o padre",2381
"830","16","Alta Verapaz","Parentesco con Jefe del Hogar","Madre o padre",8671
"831","17","Petén","Parentesco con Jefe del Hogar","Madre o padre",2713
"832","18","Izabal","Parentesco con Jefe del Hogar","Madre o padre",2841
"833","19","Zacapa","Parentesco con Jefe del Hogar","Madre o padre",1822
"834","20","Chiquimula","Parentesco con Jefe del Hogar","Madre o padre",3152
"835","21","Jalapa","Parentesco con Jefe del Hogar","Madre o padre",1943
"836","22","Jutiapa","Parentesco con Jefe del Hogar","Madre o padre",2925
"837","1","Guatemala","Parentesco con Jefe del Hogar","Suegra o suegro",14029
"838","2","El Progreso","Parentesco con Jefe del Hogar","Suegra o suegro",483
"839","3","Sacatepéquez","Parentesco con Jefe del Hogar","Suegra o suegro",1254
"840","4","Chimaltenango","Parentesco con Jefe del Hogar","Suegra o suegro",1899
"841","5","Escuintla","Parentesco con Jefe del Hogar","Suegra o suegro",2799
"842","6","Santa Rosa","Parentesco con Jefe del Hogar","Suegra o suegro",949
"843","7","Sololá","Parentesco con Jefe del Hogar","Suegra o suegro",1409
"844","8","Totonicapán","Parentesco con Jefe del Hogar","Suegra o suegro",1101
"845","9","Quetzaltenango","Parentesco con Jefe del Hogar","Suegra o suegro",3154
"846","10","Suchitepéquez","Parentesco con Jefe del Hogar","Suegra o suegro",2354
"847","11","Retalhuleu","Parentesco con Jefe del Hogar","Suegra o suegro",1219
"848","12","San Marcos","Parentesco con Jefe del Hogar","Suegra o suegro",3064
"849","13","Huehuetenango","Parentesco con Jefe del Hogar","Suegra o suegro",3228
"850","14","Quiché","Parentesco con Jefe del Hogar","Suegra o suegro",2998
"851","15","Baja Verapaz","Parentesco con Jefe del Hogar","Suegra o suegro",840
"852","16","Alta Verapaz","Parentesco con Jefe del Hogar","Suegra o suegro",3158
"853","17","Petén","Parentesco con Jefe del Hogar","Suegra o suegro",1162
"854","18","Izabal","Parentesco con Jefe del Hogar","Suegra o suegro",1056
"855","19","Zacapa","Parentesco con Jefe del Hogar","Suegra o suegro",666
"856","20","Chiquimula","Parentesco con Jefe del Hogar","Suegra o suegro",1026
