text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @DownenCreative: 🦇🎃Hey you with the last minute Halloween costume! I see you!! 🎃🦇Here’s a super cheap and easy way to add a prop to your…,FALSE,0,NA,2019-10-30T19:18:58Z,FALSE,NA,1189622740514422785,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Aryn_singer_spn,4,TRUE,FALSE,NA,NA
"#Synth fueled Music for your #Halloween soundtrack! 🎃👻

#Synthwave #SynthFam #halloween2019 

https://t.co/Hqpfl1uYoc",FALSE,0,NA,2019-10-30T19:18:57Z,FALSE,NA,1189622738614243328,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DJWfilmmusic,1,FALSE,FALSE,NA,NA
"It looks likely 
a fruitful 
All Hallows’ Eve!
As I’m signing my name 
in the Book of The Beast! 🎃🦇🌙✨
#Halloween… https://t.co/pLN5Hjxl03",FALSE,0,NA,2019-10-30T19:18:56Z,TRUE,NA,1189622734751334400,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",tomwatersart,0,FALSE,FALSE,NA,NA
"Cause Halloween is tomorrow, and it might get scary 😉⁠
-⁠
#Halloween⁠
#befearless⁠
#badasswomen⁠
#cutebutfierce⁠… https://t.co/HtzAo0MEIZ",FALSE,0,NA,2019-10-30T19:18:56Z,TRUE,NA,1189622733107355650,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",returntoedencos,0,FALSE,FALSE,NA,NA
"RT @o0ayn0o: .
🎃✞👻Trick or Treat!👻✞🎃
------------

《#cosplay》
 PROMARE
galo *make
lio *yukimaru
aina *ayano
p *suzutaro
#o0aynp0o
#Hallowee…",FALSE,0,NA,2019-10-30T19:18:56Z,FALSE,NA,1189622732557705216,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",J_Na1209,19,TRUE,FALSE,NA,NA
"After Halloween, you have options for dealing with your rotting pumpkins instead of tossing them into the trash. My… https://t.co/VqZqeVMUQq",FALSE,1,NA,2019-10-30T19:18:55Z,TRUE,NA,1189622727923175424,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BernieTafoya,0,FALSE,FALSE,NA,NA
"RT @vVDUDVv: 해피 할로할로윈~ㅇㅅㅇ~

#국뷔 #kookv #Halloween https://t.co/9bCGgTRzgQ",FALSE,0,NA,2019-10-30T19:18:55Z,FALSE,NA,1189622727918776321,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",COLD__winter_,45,TRUE,FALSE,NA,NA
RT @ByeonDuck_: 선비님을 지키는 몽달귀신 #Halloween👻 https://t.co/qCfwrZ4JgR,FALSE,0,NA,2019-10-30T19:18:54Z,FALSE,NA,1189622726593351680,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wilaii_,110,TRUE,FALSE,NA,NA
"RT @the_verivery: VERIVERY - 'Tag Tag Tag' Halloween Special Video

☞ https://t.co/jPiHm3Nsr6
☞ https://t.co/DhvTxrNc6v

#베리베리 #VERIVERY #V…",FALSE,0,NA,2019-10-30T19:18:54Z,FALSE,NA,1189622725805072385,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",99luvieclub,513,TRUE,FALSE,NA,NA
RT @ByeonDuck_: 선비님을 지키는 몽달귀신 #Halloween👻 https://t.co/qCfwrZ4JgR,FALSE,0,NA,2019-10-30T19:18:54Z,FALSE,NA,1189622725720936448,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DX92PCHAN,110,TRUE,FALSE,NA,NA
"RT @uooouou: 👻💜🧛🏻‍♂️
#Halloween https://t.co/ZdYgzXCiU4",FALSE,0,NA,2019-10-30T19:18:54Z,FALSE,NA,1189622724810956800,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",_chunta,79,TRUE,FALSE,NA,NA
Da g’alo vin a #Halloween il passo è breve #halloween2019 https://t.co/EJHp2MWltv,FALSE,0,NA,2019-10-30T19:18:53Z,FALSE,NA,1189622719383511041,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",passarinic,0,FALSE,FALSE,NA,NA
RT @Tandem_Bank: @Tandem_Bank has a #treat for you this #Halloween! Win £200 @Flightgiftcard to choose a holiday destination from your favo…,FALSE,0,NA,2019-10-30T19:18:52Z,FALSE,NA,1189622718217576450,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chelle_clayton,461,TRUE,FALSE,NA,NA
"RT @IakoubiY: https://t.co/abJiMAuPX7
Pretend I'm A Cheetah Easy Halloween Party Costume Tee
#Halloween #halloween2019 #halloweencountdown…",FALSE,0,NA,2019-10-30T19:18:52Z,FALSE,NA,1189622717420580866,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IakoubiY,2,TRUE,FALSE,NA,NA
"RT @D0B_2O65: #halloween ヘ
                      ( ヘ          
　　           く

＼🎃へ   へ🎃ヘ  く🎃/     
ヘ / 　　     ( ヘ 　     ( ヘ          
　　&gt;…",FALSE,0,NA,2019-10-30T19:18:52Z,FALSE,NA,1189622716342718464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bizarremeat1,2881,TRUE,FALSE,NA,NA
"RT @edujauregui1: A tiempo para Halloween, se publica ""Reírse del coco"", una nueva entrada del blog de Humor Positivo. Leela si te atreves.…",FALSE,0,NA,2019-10-30T19:18:52Z,FALSE,NA,1189622716212699136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EloyRodrguezPit,4,TRUE,FALSE,NA,NA
"RT @AvantiKB: What’s coming out the #freebiefriday box this week?

Follow and RT this video to be in with a chance of winning.
Ends: #Hallo…",FALSE,0,NA,2019-10-30T19:18:52Z,FALSE,NA,1189622715696713728,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ChatteringKate,23,TRUE,FALSE,NA,NA
"October 30, 1981

Halloween (1978) has it’s network television premiere #OTD #Halloween https://t.co/dlwvUgDgd8",FALSE,2,NA,2019-10-30T19:18:51Z,FALSE,NA,1189622712492150784,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HaddonfieldNA,1,FALSE,FALSE,NA,NA
"RT @MyMadnessWorks: Hey there! Are you looking for a horror or eerie game to play on Halloween?
May I suggest you some games I made through…",FALSE,0,NA,2019-10-30T19:18:51Z,FALSE,NA,1189622712471375872,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NolanTrashZone,40,TRUE,FALSE,NA,NA
"RT @Juanma_PR79: #SORTEO de #Halloween de 4 #libros de #StephenKing!! 📚🎃
Será nacional y habrá 4 ganadores. Solo tenéis que...
✅Hacer RT
✅S…",FALSE,0,NA,2019-10-30T19:18:51Z,FALSE,NA,1189622710911094784,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lecturinalove,153,TRUE,FALSE,NA,NA
"RT @vegannutrition1: Happy Halloween

Check out these spooky sweet treats 👻

Dark Chocolate with sliced banana &amp; creamy peanut butter filli…",FALSE,0,NA,2019-10-30T19:18:50Z,FALSE,NA,1189622707719004161,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Friendbearx,11,TRUE,FALSE,NA,NA
I’m gonna dress up as @louisawells1 this #Halloween 👻 🧟‍♀️,FALSE,0,NA,2019-10-30T19:18:50Z,FALSE,NA,1189622706725097472,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndyDavidJones,0,FALSE,FALSE,NA,NA
"RT @GothGirlVonDark: Halloween Costume Goals

#Predator #Halloween https://t.co/F5CM36OrNI",FALSE,0,NA,2019-10-30T19:18:50Z,FALSE,NA,1189622706632679424,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",domekrome,47,TRUE,FALSE,NA,NA
RT @Movistar_Riders: ¿Pensabais que íbamos a dejar pasar #Halloween sin un BUEN SORTEO? ¡Ni de coña! Haced clic en el enlace para ganar un…,FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622706007920644,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Andy_J21,35,TRUE,FALSE,NA,NA
"RT @AvantiKB: What’s coming out the #freebiefriday box this week?

Follow and RT this video to be in with a chance of winning.
Ends: #Hallo…",FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622705823404035,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dizzyc7,23,TRUE,FALSE,NA,NA
RT @occulture_ytb: A J-1 d’Halloween on vous offre un super panorama de notre déco de l’année ! On espère que vous aurez l’occasion de vous…,FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622705752084490,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VavaIIIIXVII,6,TRUE,FALSE,NA,NA
"I’m living my best life at @immortalmasks today. 
#halloween #mask #sculpting https://t.co/nogTixnUOv",FALSE,4,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622705563193344,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",feralworks,0,FALSE,FALSE,NA,NA
"RT @StephenGeoRae: The #folklore of #Halloween. A lovely article by @DeeDeeChainey 

 https://t.co/9y0ipTQ3TE",FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622705479286784,NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",catvincent,6,TRUE,FALSE,NA,NA
"RT @IakoubiY: https://t.co/xLpYA6vZcS
 I'm With Candy Corn Halloween matching Couple Tee 
#October1st #Halloween #halloween2019 #halloweenc…",FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622702916669441,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IakoubiY,2,TRUE,FALSE,NA,NA
"Sois l@s mejores del mundo mundial

😍😍😍😍😍

#ZumbaMortal
#FiliPinoMontano
#Halloween https://t.co/4ZlI6S9NOQ",FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622702602117120,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FiliPinoMontano,0,FALSE,FALSE,NA,NA
"RT @mvouchercodes1: 🎃 👻 SPOOKY #Giveaway! 👻 This #Halloween we’re giving you to #Win £100 Amazon voucher.
TO ENTER:⁣
💀 Visit: https://t.co/…",FALSE,0,NA,2019-10-30T19:18:49Z,FALSE,NA,1189622702400770049,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",abirosenewc,168,TRUE,FALSE,NA,NA
"#Halloween #pumpkin @ Bexley, Bexley, United Kingdom https://t.co/gqtjgwargT",FALSE,1,NA,2019-10-30T19:18:48Z,FALSE,NA,1189622701104742400,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",StuPC,0,FALSE,FALSE,0.12241,51.45118
"RT @gebes_damla: Happy Helloween 🎃🃏👻😱🥰
3 hours                         7 hours

@BTS_twt 💜

#TAEHYUNG #BTSV #Halloween #halloween2019 #btsf…",FALSE,0,NA,2019-10-30T19:18:48Z,FALSE,NA,1189622700601417731,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",taekookiss_0,20,TRUE,FALSE,NA,NA
"RT @nascarcasm: We picked several drivers and determined the plot were they to star in a scary movie.

See them all here... -&gt; https://t.co…",FALSE,0,NA,2019-10-30T19:18:48Z,FALSE,NA,1189622699200524290,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jojoluvs18,6,TRUE,FALSE,NA,NA
"RT @PennStatePolice: Hey @penn_state students, let's all work together to help create a safe Halloween experience. #pennstate #pennstatepol…",FALSE,0,NA,2019-10-30T19:18:48Z,FALSE,NA,1189622698764328961,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",StudentLifePSU,6,TRUE,FALSE,NA,NA
"RT @MyMadnessWorks: Hey there! Are you looking for a horror or eerie game to play on Halloween?
May I suggest you some games I made through…",FALSE,0,NA,2019-10-30T19:18:48Z,FALSE,NA,1189622698604945413,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HeartmindHtoma1,40,TRUE,FALSE,NA,NA
"RT @WWE: Get in the 🎃 spirit with a SPOOK-tacular #Halloween costume contest starring The New Day’s @WWEBigE &amp; @TrueKofi, @NikkiCrossWWE, @…",FALSE,0,NA,2019-10-30T19:18:48Z,FALSE,NA,1189622698386829312,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CanovaCornwell,74,TRUE,FALSE,NA,NA
RT @godless_mom: Always check. #halloween https://t.co/pMaDqW5R1K,FALSE,0,NA,2019-10-30T19:18:46Z,FALSE,NA,1189622693819232257,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LindaRa40636624,6,TRUE,FALSE,NA,NA
"RT @IakoubiY: https://t.co/wUxcuFs2G5
the man Behind The Pumpkin New Dad
#Halloween #halloween2019 #halloweencountdown #Spooky #BOO #Hallow…",FALSE,0,NA,2019-10-30T19:18:46Z,FALSE,NA,1189622690551873536,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IakoubiY,2,TRUE,FALSE,NA,NA
RT @CasinosandGames: Uptown Aces Casino - New 31 Free Spins Coupon for #Halloween for Depositors or 300% Bonus + $31 Free Chip https://t.co…,FALSE,0,NA,2019-10-30T19:18:45Z,FALSE,NA,1189622688278614016,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NoLuckNeeded,1,TRUE,FALSE,NA,NA
"RT @billboard: Whose your dream #Halloween trick-or-treat squad? 🎃 Vote for @CNCOmusic, @Anitta, @lalioficial &amp; more below! https://t.co/pl…",FALSE,0,NA,2019-10-30T19:18:45Z,FALSE,NA,1189622687632633857,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",esposxshawn,34,TRUE,FALSE,NA,NA
"RT @spaceshipsporn: Alien (1979): H.R. Giger and his Space Jockey.
#Halloween https://t.co/vYYKjOhjuu",FALSE,0,NA,2019-10-30T19:18:45Z,FALSE,NA,1189622686844096513,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheSpacewingman,8,TRUE,FALSE,NA,NA
"RT @spaceshipsporn: Alien (1979): H.R. Giger and his Space Jockey.
#Halloween https://t.co/vYYKjOhjuu",FALSE,0,NA,2019-10-30T19:18:44Z,FALSE,NA,1189622683501289473,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vintage69br,8,TRUE,FALSE,NA,NA
"RT @dandan_pa: #Halloween 
#Okko
🎃🍭🍬 https://t.co/c1AJLaHgar",FALSE,0,NA,2019-10-30T19:18:44Z,FALSE,NA,1189622682976960514,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rivalartie,4,TRUE,FALSE,NA,NA
"RT @ANSYS: On #Halloween, with #pumpkins aglow, #Fluent shows how the night winds blow.  https://t.co/AP8PJjpFzL https://t.co/9Tn6npEpdc",FALSE,0,NA,2019-10-30T19:18:44Z,FALSE,NA,1189622682175840259,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PTC_Academic,1,TRUE,FALSE,NA,NA
"RT @HIRA05281: #Halloween 
#할로윈_트친소
#그림러_트친소

그린게 없다..!!알티또는 마음누르면 찾아가요 선팔할시 구독간주합니다🎈
남자안받고 맞는분찾아가요 트친분들 인알해주시면 사랑합니다😘🎃🎃 https://t.co/uD2rC…",FALSE,0,NA,2019-10-30T19:18:43Z,FALSE,NA,1189622680787382272,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",KindE93935434,5,TRUE,FALSE,NA,NA
RT @gothamtwinks: Dubious activities at the graveyard #supersons2019TT #Halloween https://t.co/43odXCKQZi,FALSE,0,NA,2019-10-30T19:18:43Z,FALSE,NA,1189622680514789376,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sinistreuphoria,38,TRUE,FALSE,NA,NA
"RT @FuzzyM0nst3r: 👋🎴Hi!.. I'm Live!🎴👏

🎮Playing The FuzzyPy #Modded #Minecraft Pack🎮

👻🦇🎃Building Some #halloween Stuff &amp; Things🎃🦇👻

#Twitc…",FALSE,0,NA,2019-10-30T19:18:43Z,FALSE,NA,1189622680502362119,NA,"<a href=""https://twitter.com/StreamLadder434"" rel=""nofollow"">streamladdertrtrt</a>",TeamGodvek,1,TRUE,FALSE,NA,NA
"Every woman is always a little wizard!
https://t.co/omvnjnEQFi
Shop online

#ragocalzature #fallwinter #halloween… https://t.co/WI1zHZgfhg",FALSE,1,NA,2019-10-30T19:18:42Z,TRUE,NA,1189622676551294978,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ragocalzature,0,FALSE,FALSE,NA,NA
"RT @IakoubiY: https://t.co/WRLprLWROH
I'm With The Cupcake Halloween Matching Costume Tee
#Halloween #halloween2019 #halloweencountdown #Sp…",FALSE,0,NA,2019-10-30T19:18:42Z,FALSE,NA,1189622676190572547,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IakoubiY,2,TRUE,FALSE,NA,NA
"RT @alchemic_rose: Come little children, the time's come to play.

Photography by @EagleRockets 

#Halloween #spooky #Bloodborne #cosplay #…",FALSE,0,NA,2019-10-30T19:18:42Z,FALSE,NA,1189622674290442240,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThePersonCarlos,4,TRUE,FALSE,NA,NA
"RT @Yui_yoko1208: ハロウィン🎃
羽根を折りたたんだドラキュラ🧛‍♀️

#happyhalloween #halloween #ハロウィンナイト https://t.co/ore5viAeOL",FALSE,0,NA,2019-10-30T19:18:42Z,FALSE,NA,1189622673929732096,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ykwn912,168,TRUE,FALSE,NA,NA
"RT @Frylighthq: COMPETITION TIME 🎃 With #Halloween in just a few days, we're (trick-or-) treating you to some Frylight goodies to get cooki…",FALSE,0,NA,2019-10-30T19:18:41Z,FALSE,NA,1189622671262261248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Luckyminx79,72,TRUE,FALSE,NA,NA
RT @ScottBWCA: This dam collapse will be the scariest thing you see this #Halloween. A foreign mining company wants to build this same dam…,FALSE,0,NA,2019-10-30T19:18:40Z,FALSE,NA,1189622667927805952,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FriendsBWCAW,2,TRUE,FALSE,NA,NA
RT @stgo_naty: Creo que el experimento salió mal...#Halloween #halloween2019 https://t.co/fAPExbyg4K,FALSE,0,NA,2019-10-30T19:18:40Z,FALSE,NA,1189622667239919616,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alanis_pacheco,139,TRUE,FALSE,NA,NA
RT @tictoc: Here's why your #Halloween Jack-o'-lantern could be contributing to climate change 🎃 https://t.co/mSYGJYLOaM,FALSE,0,NA,2019-10-30T19:18:40Z,FALSE,NA,1189622665251827713,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",McPolimed,7,TRUE,FALSE,NA,NA
"RT @MarsPetcareUS: It's almost time to get the #Halloween party started! Have fun!! Just make sure it's a fun &amp; safe time for your pets, to…",FALSE,0,NA,2019-10-30T19:18:40Z,FALSE,NA,1189622664769560582,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NashAnimalCare,2,TRUE,FALSE,NA,NA
Halloween Decoration 3D Skull Shaped Cake Mold Cake Baking Pan Aluminum Cake Pan Tin Set Cake Cooking Tools… https://t.co/Uj82ZXY57Y,FALSE,0,NA,2019-10-30T19:18:39Z,TRUE,NA,1189622663532163077,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",coozda,0,FALSE,FALSE,NA,NA
"RT @IakoubiY: https://t.co/B8NUDGvDIG
Pretend I'm A Sexy Alien Easy Halloween Costume
#Halloween #halloween2019 #halloweencountdown #Spooky…",FALSE,0,NA,2019-10-30T19:18:38Z,FALSE,NA,1189622659639894019,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IakoubiY,2,TRUE,FALSE,NA,NA
RT @yuna_pang: #ハロウィン2019 #Halloween https://t.co/XGgj2Dwx8h,FALSE,0,NA,2019-10-30T19:18:38Z,FALSE,NA,1189622659337703424,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Xil0621,569,TRUE,FALSE,NA,NA
"RT @Secretly_Saucy: Stupid Sexy Succubus! 😈 

For the winner of my Raffle: @venomwraith and their rather...intimidating fennec: Claire!

#f…",FALSE,0,NA,2019-10-30T19:18:38Z,FALSE,NA,1189622657869856773,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HarrietLewd,366,TRUE,FALSE,NA,NA
"RT @NintendoAmerica: It’s almost time for all the icky Inklings, occult Octolings, unnerving urchins, frightening flounders, and gruesome g…",FALSE,0,NA,2019-10-30T19:18:38Z,FALSE,NA,1189622657584685056,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",gymleader_nessa,739,TRUE,FALSE,NA,NA
"From last season: #Halloween and the Great 
Depression #recipes https://t.co/ZMqXYfPtHk",FALSE,0,NA,2019-10-30T19:18:38Z,FALSE,NA,1189622656741642240,NA,"<a href=""http://tweepsmap.com"" rel=""nofollow"">Tweepsmap</a>",AncestorsAlive,0,FALSE,FALSE,NA,NA
RT @dokai1612: Morgen 18:30 Uhr - #ranNFL-Webshow in der #Halloween-Edition 👻👻👻 #ranNFLsuechtig @Icke41 @IamBerliner https://t.co/XYjpzHXtVj,FALSE,0,NA,2019-10-30T19:18:37Z,FALSE,NA,1189622655646912513,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MtheHell75,2,TRUE,FALSE,NA,NA
"RT @LunaMetropoli: En #Halloween , nos vamos de fiesta

https://t.co/IEoUf1xCsI",FALSE,0,NA,2019-10-30T19:18:37Z,FALSE,NA,1189622655437156352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zurby8,2,TRUE,FALSE,NA,NA
"Showed some #Halloween spirit at work today. Most people either said, “you know Halloween is tomorrow, right?” Or s… https://t.co/9vtuzBbFrF",FALSE,1,NA,2019-10-30T19:18:37Z,TRUE,NA,1189622654082437127,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",k_rodddd,0,FALSE,FALSE,NA,NA
"RT @YassPrs: #Halloween #MakeUp
Vraiment un talent ! Mon pote akim il est dans le future donner lui de la force sur Instagram @Akimpbrianbt…",FALSE,0,NA,2019-10-30T19:18:37Z,FALSE,NA,1189622653268758528,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",akimpbrian,6,TRUE,FALSE,NA,NA
"RT @NASAaero: Pilot? Aircraft? Wind Tunnel? Maverick? Amelia? There are SO many options for aviation-themed #Halloween costumes🎃

Share you…",FALSE,0,NA,2019-10-30T19:18:37Z,FALSE,NA,1189622652664717312,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",missesoxytocin,7,TRUE,FALSE,NA,NA
"RT @AvantiKB: What’s coming out the #freebiefriday box this week?

Follow and RT this video to be in with a chance of winning.
Ends: #Hallo…",FALSE,0,NA,2019-10-30T19:18:36Z,FALSE,NA,1189622651532271617,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",annasun1812,23,TRUE,FALSE,NA,NA
"How Many Followers You Want? 
  
FOLLOW ME @followprojecten  
   
1500Retweet👬=2000💚Followers  
  
2500Retweet👭=300… https://t.co/rmYYcVKK0l",FALSE,19,NA,2019-10-30T19:18:36Z,TRUE,NA,1189622651179929600,NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",followprojecten,1,FALSE,FALSE,NA,NA
"Cómo una fiesta agrícola se convirtió en el fenómeno global de #Halloween.

| @EBravoOficial 

https://t.co/g0ZJEQ4OtZ",FALSE,0,NA,2019-10-30T19:18:36Z,FALSE,NA,1189622648663429120,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",mgarcia88_,0,FALSE,FALSE,NA,NA
"RT @neririh: 🎃🕸𝔱𝔯𝔦𝔠𝔨 𝔬𝔯 𝔱𝔯𝔢𝔞𝔱🦇👻
#Halloween https://t.co/CyWB3OfJZV",FALSE,0,NA,2019-10-30T19:18:35Z,FALSE,NA,1189622646612193280,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hobibibi24,562,TRUE,FALSE,NA,NA
"RT @IakoubiY: https://t.co/Np14JTPq17
I'm With The Flamingo Halloween Matching Costume 
#Halloween #halloween2019 #halloweencountdown #Spoo…",FALSE,0,NA,2019-10-30T19:18:35Z,FALSE,NA,1189622646532722688,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",IakoubiY,3,TRUE,FALSE,NA,NA
RT @Croydex: 🚨 Competition time! 🚨 Want to #win this fa-boo-lous Bamboo Bath Bench and some Spooktacular treats?! Tell us how many scary ch…,FALSE,0,NA,2019-10-30T19:18:35Z,FALSE,NA,1189622646071349250,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SianW86,22,TRUE,FALSE,NA,NA
"RT @TurtleBeach: Enter our spOOky #Halloween giveaway for your chance to win #LuigisMansion3 and a Recon 70 headset!

👻 RT this tweet
👻 FOL…",FALSE,0,NA,2019-10-30T19:18:35Z,FALSE,NA,1189622645110779906,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DougieB0074,312,TRUE,FALSE,NA,NA
RT @ByeonDuck_: 선비님을 지키는 몽달귀신 #Halloween👻 https://t.co/qCfwrZ4JgR,FALSE,0,NA,2019-10-30T19:18:35Z,FALSE,NA,1189622645039321088,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SofiaElena98,110,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T19:18:35Z,FALSE,NA,1189622644645216256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",svelasco1,11530,TRUE,FALSE,NA,NA
